id,listing_url,name,picture_url,latitude,longitude,neighbourhood_cleansed
1176520308027088540,https://www.airbnb.com/rooms/1176520308027088540,Small and cosy brown room in the centre,https://a0.muscache.com/pictures/miso/Hosting-1176520308027088540/original/10ed0d15-c7de-4421-a1d9-f0f5900b31b8.jpeg,41.38388,2.16153,Sant Antoni
1176582680202530996,https://www.airbnb.com/rooms/1176582680202530996,Ático en Sagrada Familia MAR2375101,https://a0.muscache.com/pictures/miso/Hosting-1176582680202530996/original/1db2ce06-d59e-4e25-b32c-a3f335d78813.jpeg,41.4028241,2.1763345,la Sagrada Família
1176613052964280367,https://www.airbnb.com/rooms/1176613052964280367,AB Sagrada Familia Views  VI-I,https://a0.muscache.com/pictures/prohost-api/Hosting-1176613052964280367/original/b76bf564-a299-40e3-b4ef-f5010a5d7e7c.jpeg,41.40198693310096,2.179915496073121,la Sagrada Família
1176633104657065820,https://www.airbnb.com/rooms/1176633104657065820,"Ideal for Remote Work/Study, Quiet & Bright",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3NjYzMzEwNDY1NzA2NTgyMA%3D%3D/original/8c790d8f-08e2-4475-b1e7-9710aec72221.jpeg,41.37910756128134,2.167076974213941,el Raval
1176714389959061196,https://www.airbnb.com/rooms/1176714389959061196,58. Flassaders,https://a0.muscache.com/pictures/prohost-api/Hosting-1176714389959061196/original/19fa68ba-bf4f-499f-9f69-eb5ef8942c7e.jpeg,41.38563748413661,2.181575054860058,"Sant Pere, Santa Caterina i la Ribera"
1176737261969123499,https://www.airbnb.com/rooms/1176737261969123499,Itza - 3 bedrooms and office and terrace in Gràcia,https://a0.muscache.com/pictures/prohost-api/Hosting-1176737261969123499/original/eff80198-21bc-41a9-b1a7-bef6b54848cf.jpeg,41.39729030548956,2.154521899407682,la Vila de Gràcia
1176930728618156011,https://www.airbnb.com/rooms/1176930728618156011,22DIA1087 - New 2br flat next to la Pedrera,https://a0.muscache.com/pictures/prohost-api/Hosting-1176930728618156011/original/708d6ac6-d663-41c1-bf74-93451ba20630.jpeg,41.39742,2.16092,la Dreta de l'Eixample
1177243572407558928,https://www.airbnb.com/rooms/1177243572407558928,Spacious 5-Bedroom Apartment in Central Barcelona,https://a0.muscache.com/pictures/prohost-api/Hosting-1177243572407558928/original/9084f331-49c9-48ad-b39a-3d4c58e653c3.jpeg,41.38136,2.16084,Sant Antoni
1177296974046344653,https://www.airbnb.com/rooms/1177296974046344653,Centric Penthouse 1BD/2 Private Terraces/AC/WiFi,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3NzI5Njk3NDA0NjM0NDY1Mw%3D%3D/original/827d44ab-0d54-48da-a808-b3317b808613.jpeg,41.39539,2.17435,la Dreta de l'Eixample
1177299208767988508,https://www.airbnb.com/rooms/1177299208767988508,"aparto - Estudio Superior, Solo para Estudiantes",https://a0.muscache.com/pictures/prohost-api/Hosting-1177299208767988508/original/b5e79cd2-0574-4d53-b198-c1eba6cb9b40.jpeg,41.41546063066351,2.210988796625838,el Besòs i el Maresme
1177300083607434990,https://www.airbnb.com/rooms/1177300083607434990,Bright room with balcony MAR2373101,https://a0.muscache.com/pictures/miso/Hosting-1136761534742121884/original/43113250-79ce-4453-8376-e62d9a10f7ea.jpeg,41.40282,2.17633,la Sagrada Família
1177304493572467706,https://www.airbnb.com/rooms/1177304493572467706,"aparto Estudio Premium, Solo para Estudiantes",https://a0.muscache.com/pictures/prohost-api/Hosting-1177304493572467706/original/c270c4fa-f497-426a-a306-a2567de24a71.jpeg,41.41487,2.21035,el Besòs i el Maresme
1177305644922906053,https://www.airbnb.com/rooms/1177305644922906053,"aparto Estudio, Solo para Estudiantes",https://a0.muscache.com/pictures/prohost-api/Hosting-1177305644922906053/original/1e6abe9c-e481-4fce-a4f1-1b1ade436f63.jpeg,41.41542,2.2104,el Besòs i el Maresme
1177310493121857102,https://www.airbnb.com/rooms/1177310493121857102,Great 2-bedroom flat 2-bathrooms next city center!,https://a0.muscache.com/pictures/hosting/Hosting-1177310493121857102/original/b855a990-e916-43f1-a3f9-b20483aec065.jpeg,41.39714,2.17194,la Dreta de l'Eixample
1177320518760949577,https://www.airbnb.com/rooms/1177320518760949577,"Big loft,  2 rooms near the beach",https://a0.muscache.com/pictures/miso/Hosting-1177320518760949577/original/e85c3d1d-b12c-4239-bc1c-d39b83c7ce8e.jpeg,41.39695,2.1902,el Parc i la Llacuna del Poblenou
1177341469581434960,https://www.airbnb.com/rooms/1177341469581434960,Apartamento al lado de la playa,https://a0.muscache.com/pictures/miso/Hosting-1177341469581434960/original/301331a6-470a-4909-a2dc-603be41bb239.jpeg,41.37824,2.18932,la Barceloneta
1177357281018766093,https://www.airbnb.com/rooms/1177357281018766093,Apartamento al lado de la playa,https://a0.muscache.com/pictures/miso/Hosting-1177357281018766093/original/4d82cc46-2d4f-45f8-8755-98ad3a53fb44.jpeg,41.37833,2.18996,la Barceloneta
1177392761731671815,https://www.airbnb.com/rooms/1177392761731671815,Dúplex en Barceloneta,https://a0.muscache.com/pictures/miso/Hosting-1177392761731671815/original/a4869005-195b-49e4-af40-8c611381013a.jpeg,41.38033,2.1916,la Barceloneta
1177403200476551984,https://www.airbnb.com/rooms/1177403200476551984,Single room close to Glories and the beach,https://a0.muscache.com/pictures/miso/Hosting-1177403200476551984/original/46024688-e778-4f64-bd44-0032d36a0311.jpeg,41.40532,2.19399,Provençals del Poblenou
1177501119602652720,https://www.airbnb.com/rooms/1177501119602652720,Apt 3 hab en Consell de Cent,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3NzUwMTExOTYwMjY1MjcyMA==/original/b0c6001f-846b-408d-8714-aea8ada8487a.jpeg,41.40302,2.18178,la Sagrada Família
1177986766929020847,https://www.airbnb.com/rooms/1177986766929020847,Precioso Ático con Terraza,https://a0.muscache.com/pictures/miso/Hosting-1177986766929020847/original/7797dd14-88c6-4dcb-8a3e-47c6b22b7c99.jpeg,41.422,2.18209,el Congrés i els Indians
1178011021810849677,https://www.airbnb.com/rooms/1178011021810849677,Plaza España Private Room,https://a0.muscache.com/pictures/hosting/Hosting-1178011021810849677/original/0c0d8f38-94a1-484e-bef8-c160aaf7595b.jpeg,41.377031038616266,2.142928501766326,Hostafrancs
1178016312944053300,https://www.airbnb.com/rooms/1178016312944053300,Espacio modernista soleado y cuidado H C.Brancussi,https://a0.muscache.com/pictures/hosting/Hosting-1178016312944053300/original/f64d339d-02ff-4802-a2f8-09c64b7be111.jpeg,41.38550961173201,2.162852290109865,l'Antiga Esquerra de l'Eixample
1178053778823180458,https://www.airbnb.com/rooms/1178053778823180458,Apartment with terrace and pool near Park Güell,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3ODA1Mzc3ODgyMzE4MDQ1OA==/original/cb83f94b-99a9-4fa6-a6a7-360326b977ae.jpeg,41.4076706,2.1469735,el Putxet i el Farró
1178068849646264331,https://www.airbnb.com/rooms/1178068849646264331,Cool Jazz 33 - Habitat Apartments,https://a0.muscache.com/pictures/prohost-api/Hosting-1178068849646264331/original/e8edadd8-b0f2-439c-82fc-180991314227.jpeg,41.41219138273093,2.176039946305831,el Camp de l'Arpa del Clot
1178069429086525979,https://www.airbnb.com/rooms/1178069429086525979,Cozy penthouse in Barcelona,https://a0.muscache.com/pictures/miso/Hosting-1178069429086525979/original/f95e3ffd-8fa4-4caf-82e3-26134f3c2baa.jpeg,41.3959656,2.1470769,Sant Gervasi - Galvany
1178094099600823496,https://www.airbnb.com/rooms/1178094099600823496,Room with private balcony MAR2370104,https://a0.muscache.com/pictures/miso/Hosting-1141747987922235643/original/b4c53396-d18e-42ba-adf8-08034ade267c.jpeg,41.4028241,2.1763345,la Sagrada Família
1178115855933085227,https://www.airbnb.com/rooms/1178115855933085227,Oasis en el corazón 22@ Glòries,https://a0.muscache.com/pictures/miso/Hosting-1178115855933085227/original/65aa98a7-713a-4aa9-b901-6b124638eea4.jpeg,41.40791,2.19063,el Clot
1178140193042111987,https://www.airbnb.com/rooms/1178140193042111987,Nice GroupFlat 9-Bedr for 19ppl. Sants Stn nearby!,https://a0.muscache.com/pictures/hosting/Hosting-1178140193042111987/original/13d8c9c6-2864-4253-b59e-483917d56070.jpeg,41.37763355379638,2.1418411377786954,Hostafrancs
1178143249088633134,https://www.airbnb.com/rooms/1178143249088633134,Huge historic 5BD with private Terrace!,https://a0.muscache.com/pictures/prohost-api/Hosting-1178143249088633134/original/a6c104e5-9d1a-4608-aefa-0f5ed9083de3.jpeg,41.3828,2.15659,la Nova Esquerra de l'Eixample
1178189674856297359,https://www.airbnb.com/rooms/1178189674856297359,Cosy 2 bedroom flat in Sants,https://a0.muscache.com/pictures/miso/Hosting-1178189674856297359/original/cfa89bce-262c-4591-9f66-8c8d0e7069ae.jpeg,41.37374,2.13336,Sants
1178194119666204675,https://www.airbnb.com/rooms/1178194119666204675,Great 3 bedroom flat in Sants,https://a0.muscache.com/pictures/miso/Hosting-1178194119666204675/original/ccf9cb2e-f16f-4961-90bb-fb35cadf639c.jpeg,41.37427,2.1326,Sants
1178201532256668159,https://www.airbnb.com/rooms/1178201532256668159,Comfy 4bedroom apartment great for  families-Sants,https://a0.muscache.com/pictures/miso/Hosting-1178201532256668159/original/218341de-35c1-4483-ae76-6e563dd21bb0.jpeg,41.37264,2.13115,Sants - Badal
